age;gender;maritalStatus;education;employmentStatus;occupationSector;dependents;homeOwnership;hasMortgage;annualIncome;loanType;purpose;loanAmount;termMonths;interestRate;ltv;dti;previousLoansCount;previousDefaultsCount;target_PD;default
45;Mujer;Soltero;Secundaria;Autonomo;Agropecuario;2;Propia_Hipoteca;Si;93360.17;Consumo;Electrodomesticos;30000.0;18;0.1101;0.0;0.2334;4;0;0.001235;0
45;Hombre;Divorciado;Grado;Autonomo;Otros;0;Alquiler;No;184501.56;Hipotecario;Reforma_Vivienda;500000.0;259;0.0209;1.1797;0.1561;1;0;0.001164;0
46;Hombre;Casado;Formacion Profesional;Indefinido;Agropecuario;2;Propia_Hipoteca;Si;36263.97;Hipotecario;Compra_Vivienda;179281.74;295;0.0185;0.3944;0.2505;4;0;0.001772;0
33;Mujer;Divorciado;Grado;Indefinido;Ventas;1;Propia_Pagada;No;8182.14;Personal;Consolidacion_Deuda;7254.93;42;0.0777;0.0;0.2902;3;0;0.001638;0
44;Mujer;Divorciado;Grado;Temporal;Construccion;0;Alquiler;No;6586.03;Personal;Reforma_Hogar;5092.71;40;0.1151;0.0;0.2804;3;1;0.03444;0
45;Hombre;Divorciado;Bachillerato;Indefinido;Tecnologia;1;Propia_Hipoteca;Si;46086.62;Consumo;Viajes;30000.0;13;0.0721;0.0;0.6264;1;0;0.005016;0
33;Hombre;Divorciado;Formacion Profesional;Temporal;Hosteleria;0;Alquiler;No;30340.91;Personal;Reforma_Hogar;14980.82;27;0.0839;0.0;0.2416;4;0;0.004589;0
64;Hombre;Viudo;Grado;Indefinido;Agropecuario;0;Propia_Hipoteca;Si;26849.67;Auto;Compra_Vehiculo;30145.43;40;0.0537;0.0;0.3687;0;1;0.008181;0
47;Hombre;Casado;Formacion Profesional;Temporal;Hosteleria;4;Propia_Pagada;No;13417.59;Consumo;Electrodomesticos;9516.12;13;0.1148;0.0;0.6993;3;0;0.020834;0
27;Mujer;Soltero;Formacion Profesional;Indefinido;Construccion;0;Alquiler;No;18127.84;Auto;Compra_Vehiculo;23809.19;39;0.0427;0.0;0.4335;1;0;0.003155;0
49;Mujer;Casado;Bachillerato;Indefinido;Salud;2;Propia_Hipoteca;Si;18634.53;Personal;Salud;5670.45;35;0.1051;0.0;0.1216;2;0;0.001607;0
30;Hombre;Viudo;Bachillerato;Indefinido;Ventas;1;Cedida;No;16554.61;Consumo;Viajes;8913.35;14;0.108;0.0;0.4933;2;0;0.002582;0
51;Mujer;Soltero;Grado;Autonomo;Otros;0;Propia_Hipoteca;Si;40966.14;Hipotecario;Compra_Vivienda;214540.99;262;0.0142;0.9311;0.2791;2;0;0.003576;0
55;Hombre;Soltero;Formacion Profesional;Indefinido;Construccion;3;Alquiler;No;13515.28;Auto;Compra_Vehiculo;19907.44;78;0.0553;0.0;0.2703;6;4;0.03738;0
32;Hombre;Casado;Formacion Profesional;Temporal;Otros;2;Propia_Hipoteca;Si;26753.95;Consumo;Otros;19121.6;13;0.1147;0.0;0.7047;1;0;0.01619;0
53;Mujer;Casado;Posgrado;Indefinido;Educacion;0;Propia_Pagada;No;12505.5;Consumo;Tecnologia;8643.58;14;0.0635;0.0;0.6162;2;0;0.011752;0
46;Mujer;Casado;Posgrado;Autonomo;Educacion;4;Propia_Hipoteca;Si;67171.05;Personal;Salud;67931.69;46;0.0846;0.0;0.3098;1;1;0.026041;0
51;Mujer;Casado;Secundaria;Temporal;Construccion;2;Alquiler;No;12310.8;Auto;Compra_Vehiculo;8142.91;51;0.0454;0.0;0.1714;2;0;0.005721;0
64;Hombre;Casado;Secundaria;Inactivo;Ventas;2;Alquiler;No;21925.85;Auto;Compra_Vehiculo;10551.43;80;0.0613;0.0;0.0881;7;0;0.005367;0
39;Mujer;Viudo;Formacion Profesional;Autonomo;Construccion;2;Propia_Hipoteca;Si;24077.63;Hipotecario;Compra_Vivienda;80000.0;314;0.0367;0.7633;0.1977;1;0;0.003233;0
32;Mujer;Casado;Formacion Profesional;Indefinido;Construccion;1;Propia_Pagada;No;36142.12;Auto;Compra_Vehiculo;47815.84;37;0.0464;0.0;0.4613;6;0;0.004403;0
31;Mujer;Casado;Grado;Temporal;Sector Publico;1;Alquiler;No;16330.2;Personal;Reforma_Hogar;26100.64;58;0.064;0.0;0.3853;4;0;0.006714;0
32;Hombre;Casado;Secundaria;Autonomo;Agropecuario;2;Propia_Hipoteca;Si;25543.43;Personal;Reforma_Hogar;38564.41;49;0.0863;0.0;0.44;3;2;0.098763;1
41;Hombre;Casado;Grado;Indefinido;Tecnologia;2;Propia_Hipoteca;Si;24435.18;Personal;Otros;34996.52;23;0.1035;0.0;0.827;2;0;0.012268;0
46;Mujer;Viudo;Posgrado;Indefinido;Ventas;1;Propia_Pagada;No;6079.76;Auto;Compra_Vehiculo;5000.0;53;0.0441;0.0;0.2053;4;0;0.002082;0
45;Hombre;Divorciado;Formacion Profesional;Funcionario;Salud;0;Propia_Hipoteca;Si;27916.53;Hipotecario;Compra_Vivienda;91673.38;208;0.0127;0.6732;0.2112;5;0;0.000836;0
51;Mujer;Divorciado;Grado;Indefinido;Hosteleria;1;Propia_Hipoteca;Si;27129.31;Auto;Compra_Vehiculo;25845.07;49;0.0748;0.0;0.2715;3;0;0.001661;0
42;Mujer;Casado;Posgrado;Autonomo;Construccion;3;Alquiler;No;78375.81;Auto;Compra_Vehiculo;60000.0;84;0.0438;0.0;0.1272;2;2;0.013745;0
59;Hombre;Soltero;Formacion Profesional;Desempleado;Ventas;1;Cedida;No;5135.92;Consumo;Viajes;1562.2;14;0.1434;0.0;0.2847;4;2;0.292104;1
38;Mujer;Casado;Posgrado;Funcionario;Salud;1;Alquiler;No;36960.21;Personal;Consolidacion_Deuda;50036.1;44;0.1249;0.0;0.4621;0;0;0.00146;0
74;Mujer;Casado;Posgrado;Inactivo;Sector Publico;2;Propia_Hipoteca;Si;20700.51;Hipotecario;Reforma_Vivienda;90903.69;245;0.0231;0.6567;0.2701;4;0;0.002834;0
49;Hombre;Casado;Secundaria;Inactivo;Ventas;2;Propia_Hipoteca;Si;26600.62;Auto;Compra_Vehiculo;15277.87;71;0.0771;0.0;0.1212;5;0;0.002982;0
31;Hombre;Viudo;Grado;Temporal;Ventas;1;Propia_Hipoteca;Si;225796.01;Consumo;Tecnologia;30000.0;8;0.1182;0.0;0.2082;0;2;0.007623;0
29;Hombre;Soltero;Secundaria;Indefinido;Sector Publico;0;Propia_Hipoteca;Si;61130.26;Consumo;Electrodomesticos;18663.59;23;0.116;0.0;0.1784;2;0;0.000947;0
47;Hombre;Soltero;Grado;Indefinido;Salud;0;Propia_Pagada;No;64297.74;Auto;Compra_Vehiculo;60000.0;75;0.0464;0.0;0.1723;4;1;0.016161;0
39;Hombre;Casado;Primaria;Funcionario;Salud;3;Propia_Hipoteca;Si;12587.9;Auto;Compra_Vehiculo;14774.51;39;0.0763;0.0;0.4089;1;0;0.001381;0
50;Mujer;Divorciado;Secundaria;Autonomo;Otros;1;Propia_Hipoteca;Si;10165.18;Auto;Compra_Vehiculo;10192.16;44;0.0547;0.0;0.3024;9;0;0.002693;0
47;Mujer;Casado;Formacion Profesional;Indefinido;Tecnologia;2;Alquiler;No;26506.42;Auto;Compra_Vehiculo;30648.71;55;0.0799;0.0;0.3021;3;0;0.002383;0
41;Mujer;Soltero;Secundaria;Inactivo;Ventas;2;Propia_Pagada;No;23557.11;Hipotecario;Compra_Vivienda;102766.48;248;0.0155;1.1855;0.2468;3;0;0.005874;0
31;Mujer;Casado;Grado;Temporal;Construccion;4;Alquiler;No;32211.83;Personal;Consolidacion_Deuda;54200.01;54;0.0683;0.0;0.4354;3;0;0.008926;0
23;Mujer;Soltero;Bachillerato;Temporal;Educacion;0;Propia_Hipoteca;Si;7921.21;Personal;Educacion;11177.15;26;0.0884;0.0;0.718;0;0;0.019539;0
36;Hombre;Divorciado;Secundaria;Funcionario;Sector Publico;0;Propia_Hipoteca;Si;36682.52;Hipotecario;Compra_Vivienda;153878.13;330;0.0231;0.4598;0.2063;0;0;0.000839;0
52;Mujer;Soltero;Secundaria;Indefinido;Agropecuario;0;Propia_Pagada;No;13974.14;Personal;Reforma_Hogar;14172.31;47;0.1357;0.0;0.3353;6;0;0.00169;0
44;Mujer;Soltero;Formacion Profesional;Funcionario;Salud;2;Propia_Hipoteca;Si;34848.56;Auto;Compra_Vehiculo;41866.28;70;0.0639;0.0;0.2473;2;0;0.001058;0
27;Mujer;Soltero;Grado;Indefinido;Construccion;0;Alquiler;No;19212.07;Consumo;Electrodomesticos;4181.79;14;0.1382;0.0;0.2031;3;0;0.001779;0
44;Hombre;Casado;Formacion Profesional;Indefinido;Hosteleria;2;Cedida;No;30185.76;Personal;Reforma_Hogar;43731.54;44;0.0797;0.0;0.457;0;0;0.003372;0
46;Hombre;Casado;Primaria;Temporal;Ventas;1;Propia_Hipoteca;Si;16039.67;Personal;Consolidacion_Deuda;29806.96;19;0.1207;0.0;0.95;1;0;0.035768;0
31;Hombre;Viudo;Bachillerato;Autonomo;Hosteleria;1;Propia_Hipoteca;Si;38679.85;Personal;Viajes;41308.55;25;0.1261;0.0;0.5856;3;0;0.00427;0
43;Mujer;Divorciado;Bachillerato;Autonomo;Sector Publico;4;Propia_Hipoteca;Si;1421.69;Auto;Compra_Vehiculo;5000.0;65;0.0555;0.0;0.7533;5;0;0.02496;0
42;Hombre;Divorciado;Bachillerato;Funcionario;Educacion;0;Cedida;No;27707.97;Personal;Salud;26286.57;38;0.1185;0.0;0.3608;1;0;0.000766;0
28;Hombre;Casado;Formacion Profesional;Autonomo;Salud;1;Alquiler;Si;29428.2;Hipotecario;Reforma_Vivienda;124757.43;309;0.0108;0.3186;0.1886;5;0;0.002803;0
46;Hombre;Casado;Grado;Temporal;Agropecuario;0;Alquiler;No;18771.94;Consumo;Otros;3898.94;9;0.0751;0.0;0.2857;1;0;0.003592;0
48;Hombre;Casado;Sin Estudios;Indefinido;Salud;4;Cedida;No;24158.93;Consumo;Tecnologia;11807.24;11;0.0763;0.0;0.5537;5;0;0.005461;0
54;Hombre;Divorciado;Formacion Profesional;Funcionario;Salud;0;Cedida;No;104892.93;Personal;Otros;80000.0;41;0.0805;0.0;0.2561;5;0;0.00023;0
54;Mujer;Casado;Posgrado;Funcionario;Salud;1;Propia_Hipoteca;Si;34928.54;Personal;Viajes;45238.67;12;0.1326;0.0;0.95;1;0;0.003705;0
25;Mujer;Soltero;Grado;Inactivo;Educacion;0;Cedida;Si;24649.62;Hipotecario;Reforma_Vivienda;84144.3;314;0.0135;0.4947;0.1549;6;0;0.00361;0
30;Hombre;Soltero;Formacion Profesional;Temporal;Ventas;1;Propia_Hipoteca;Si;5900.03;Consumo;Electrodomesticos;693.84;14;0.1065;0.0;0.1076;1;0;0.003966;0
48;Hombre;Divorciado;Secundaria;Temporal;Tecnologia;2;Cedida;Si;4419.3;Personal;Otros;6607.69;26;0.0878;0.0;0.7603;2;0;0.01545;0
48;Mujer;Divorciado;Posgrado;Autonomo;Tecnologia;2;Alquiler;No;31300.24;Consumo;Tecnologia;17189.43;19;0.1399;0.0;0.3887;8;0;0.002718;0
48;Mujer;Divorciado;Secundaria;Funcionario;Educacion;2;Alquiler;No;18562.65;Personal;Viajes;13318.72;32;0.0943;0.0;0.3054;3;1;0.004092;0
80;Mujer;Viudo;Grado;Inactivo;Otros;2;Propia_Pagada;No;25467.86;Auto;Compra_Vehiculo;16775.92;39;0.0499;0.0;0.22;3;0;0.002702;0
48;Mujer;Casado;Bachillerato;Desempleado;Educacion;2;Cedida;No;1651.76;Consumo;Viajes;1300.62;13;0.1439;0.0;0.7893;4;1;0.726119;1
55;Otro;Casado;Bachillerato;Indefinido;Otros;2;Propia_Hipoteca;Si;38957.06;Auto;Compra_Vehiculo;42382.66;69;0.0405;0.0;0.2124;5;0;0.002745;0
53;Hombre;Soltero;Sin Estudios;Indefinido;Sector Publico;0;Propia_Pagada;No;28041.61;Consumo;Electrodomesticos;11841.74;11;0.1169;0.0;0.4881;1;0;0.002301;0
49;Hombre;Casado;Grado;Indefinido;Salud;1;Alquiler;No;51214.66;Personal;Educacion;80000.0;40;0.1191;0.0;0.5701;4;0;0.0023;0
38;Mujer;Casado;Grado;Indefinido;Sector Publico;2;Propia_Pagada;No;23661.58;Consumo;Otros;12280.1;11;0.1072;0.0;0.597;0;0;0.004873;0
51;Hombre;Divorciado;Formacion Profesional;Funcionario;Sector Publico;3;Propia_Hipoteca;Si;53183.39;Hipotecario;Reforma_Vivienda;276919.8;249;0.0226;1.0796;0.3146;4;0;0.000696;0
32;Otro;Viudo;Bachillerato;Indefinido;Otros;3;Propia_Hipoteca;Si;29719.53;Consumo;Electrodomesticos;9384.92;23;0.1238;0.0;0.1859;0;0;0.002573;0
39;Hombre;Divorciado;Grado;Funcionario;Sector Publico;1;Propia_Hipoteca;Si;83318.86;Auto;Compra_Vehiculo;60000.0;84;0.072;0.0;0.1313;1;0;0.000403;0
36;Mujer;Casado;Bachillerato;Temporal;Ventas;0;Alquiler;No;15639.46;Auto;Compra_Vehiculo;5947.22;51;0.0416;0.0;0.0978;2;2;0.043232;0
42;Hombre;Divorciado;Secundaria;Autonomo;Ventas;0;Alquiler;No;154091.73;Consumo;Tecnologia;30000.0;24;0.087;0.0;0.1064;2;0;0.000969;0
69;Hombre;Casado;Grado;Funcionario;Sector Publico;2;Alquiler;No;23434.24;Auto;Compra_Vehiculo;30950.47;39;0.0754;0.0;0.4595;0;0;0.001729;0
19;Mujer;Soltero;Formacion Profesional;Temporal;Otros;0;Propia_Hipoteca;Si;64813.51;Personal;Viajes;44194.59;34;0.0604;0.0;0.2624;1;0;0.002646;0
50;Mujer;Casado;Grado;Indefinido;Ventas;3;Propia_Hipoteca;Si;94447.22;Personal;Consolidacion_Deuda;48206.01;41;0.096;0.0;0.1758;5;0;0.000756;0
22;Mujer;Casado;Secundaria;Temporal;Sector Publico;0;Cedida;No;9864.85;Personal;Salud;7126.09;27;0.1192;0.0;0.3676;1;2;0.033755;0
36;Mujer;Casado;Secundaria;Indefinido;Construccion;2;Propia_Pagada;No;12413.8;Auto;Compra_Vehiculo;7919.6;54;0.0726;0.0;0.1666;2;0;0.001596;0
55;Mujer;Soltero;Formacion Profesional;Indefinido;Hosteleria;0;Propia_Pagada;No;25550.6;Hipotecario;Reforma_Vivienda;129736.75;239;0.0226;1.189;0.3169;2;2;0.015312;0
42;Hombre;Casado;Formacion Profesional;Funcionario;Sector Publico;2;Propia_Hipoteca;Si;29524.55;Personal;Salud;7987.4;52;0.1126;0.0;0.0792;4;0;0.000993;0
29;Mujer;Soltero;Grado;Desempleado;Hosteleria;1;Alquiler;No;1526.9;Consumo;Otros;681.02;24;0.1338;0.0;0.2554;1;0;0.061608;1
33;Hombre;Divorciado;Grado;Indefinido;Construccion;1;Cedida;No;9908.36;Consumo;Viajes;1137.45;23;0.1039;0.0;0.0663;1;0;0.00137;0
50;Mujer;Soltero;Secundaria;Indefinido;Sector Publico;1;Alquiler;No;27408.89;Consumo;Viajes;4185.49;14;0.0729;0.0;0.1369;9;2;0.010418;0
33;Hombre;Casado;Grado;Indefinido;Otros;2;Propia_Pagada;No;14721.84;Auto;Compra_Vehiculo;14752.26;47;0.0685;0.0;0.2924;1;0;0.001315;0
44;Mujer;Casado;Sin Estudios;Funcionario;Sector Publico;1;Propia_Hipoteca;Si;10451.68;Auto;Compra_Vehiculo;15417.63;38;0.0778;0.0;0.5271;1;0;0.000994;0
42;Mujer;Divorciado;Posgrado;Funcionario;Sector Publico;0;Propia_Hipoteca;Si;47865.37;Auto;Compra_Vehiculo;46704.7;49;0.058;0.0;0.2689;5;0;0.000449;0
34;Hombre;Casado;Formacion Profesional;Temporal;Agropecuario;4;Propia_Pagada;No;34562.63;Auto;Compra_Vehiculo;15878.57;78;0.0586;0.0;0.0852;1;0;0.005095;0
67;Hombre;Divorciado;Formacion Profesional;Inactivo;Agropecuario;0;Propia_Pagada;No;14704.31;Personal;Viajes;5764.28;16;0.1161;0.0;0.3188;7;0;0.002652;0
49;Hombre;Soltero;Bachillerato;Indefinido;Otros;0;Cedida;No;33036.09;Auto;Compra_Vehiculo;31806.15;81;0.0412;0.0;0.1636;5;0;0.002252;0
18;Mujer;Soltero;Formacion Profesional;Inactivo;Tecnologia;0;Propia_Hipoteca;Si;27465.22;Consumo;Electrodomesticos;21439.27;12;0.1281;0.0;0.8358;1;0;0.017277;0
44;Mujer;Soltero;Grado;Indefinido;Ventas;3;Cedida;No;20260.67;Hipotecario;Compra_Vivienda;87497.21;184;0.0355;1.084;0.3657;2;0;0.003062;0
34;Mujer;Casado;Grado;Indefinido;Hosteleria;0;Alquiler;No;27566.09;Hipotecario;Compra_Vivienda;108863.29;341;0.0345;0.9935;0.2184;1;0;0.00415;0
52;Hombre;Soltero;Bachillerato;Temporal;Sector Publico;1;Propia_Hipoteca;Si;11243.84;Auto;Compra_Vehiculo;5000.0;47;0.0651;0.0;0.1289;4;0;0.004654;0
32;Hombre;Casado;Formacion Profesional;Temporal;Hosteleria;0;Alquiler;No;9980.5;Consumo;Electrodomesticos;7516.71;6;0.1405;0.0;0.95;1;1;0.195332;1
40;Hombre;Divorciado;Grado;Temporal;Tecnologia;2;Cedida;No;13223.02;Consumo;Viajes;8729.85;22;0.0929;0.0;0.393;4;0;0.005747;0
48;Mujer;Casado;Grado;Indefinido;Sector Publico;2;Propia_Hipoteca;Si;29334.31;Auto;Compra_Vehiculo;11579.02;77;0.0555;0.0;0.0733;1;0;0.001939;0
52;Hombre;Casado;Bachillerato;Funcionario;Educacion;5;Propia_Hipoteca;Si;25516.06;Consumo;Electrodomesticos;16273.92;19;0.1345;0.0;0.4495;5;0;0.001609;0
27;Mujer;Soltero;Bachillerato;Indefinido;Hosteleria;0;Alquiler;No;19255.91;Personal;Reforma_Hogar;20943.91;15;0.0901;0.0;0.9233;3;0;0.009499;0
37;Hombre;Casado;Grado;Indefinido;Agropecuario;3;Alquiler;No;14865.2;Personal;Consolidacion_Deuda;21258.19;18;0.1352;0.0;0.95;3;0;0.010498;0
36;Hombre;Viudo;Primaria;Indefinido;Construccion;2;Cedida;No;3926.97;Auto;Compra_Vehiculo;5000.0;81;0.0797;0.0;0.2445;1;0;0.003087;0
34;Hombre;Casado;Formacion Profesional;Inactivo;Hosteleria;0;Propia_Pagada;No;26853.88;Hipotecario;Compra_Vivienda;159123.52;321;0.0263;0.527;0.3088;4;0;0.004526;0
63;Hombre;Viudo;Bachillerato;Indefinido;Otros;0;Cedida;No;25890.51;Personal;Viajes;47658.06;47;0.1165;0.0;0.5875;9;0;0.005874;0
46;Mujer;Casado;Posgrado;Autonomo;Salud;2;Alquiler;No;18661.06;Consumo;Tecnologia;11658.45;6;0.096;0.0;0.95;8;0;0.011157;0
26;Mujer;Soltero;Bachillerato;Indefinido;Hosteleria;0;Propia_Hipoteca;Si;5131.61;Consumo;Otros;1928.98;14;0.1083;0.0;0.3444;2;0;0.001846;0
53;Hombre;Divorciado;Formacion Profesional;Indefinido;Ventas;3;Propia_Hipoteca;Si;35717.08;Auto;Compra_Vehiculo;25518.24;66;0.0716;0.0;0.1575;0;0;0.002615;0
67;Mujer;Viudo;Bachillerato;Inactivo;Hosteleria;1;Alquiler;No;17943.82;Auto;Compra_Vehiculo;16786.43;81;0.0497;0.0;0.1634;4;0;0.006626;0
54;Mujer;Soltero;Grado;Indefinido;Agropecuario;0;Propia_Hipoteca;Si;19294.87;Personal;Viajes;9508.32;22;0.1104;0.0;0.2981;8;0;0.00151;0
23;Hombre;Soltero;Formacion Profesional;Desempleado;Salud;0;Alquiler;No;2663.59;Consumo;Otros;1644.89;22;0.0917;0.0;0.3673;0;0;0.084357;1
36;Mujer;Casado;Grado;Temporal;Construccion;1;Propia_Pagada;No;39751.81;Personal;Reforma_Hogar;18646.98;12;0.1485;0.0;0.5077;3;2;0.069835;1
57;Hombre;Casado;Grado;Indefinido;Otros;1;Propia_Pagada;No;37583.9;Hipotecario;Reforma_Vivienda;135329.51;354;0.0357;0.364;0.1975;1;0;0.003429;0
33;Mujer;Casado;Formacion Profesional;Indefinido;Tecnologia;2;Alquiler;No;10480.72;Consumo;Electrodomesticos;4255.76;14;0.0757;0.0;0.3647;2;0;0.002548;0
47;Mujer;Casado;Bachillerato;Indefinido;Salud;1;Alquiler;No;39662.2;Personal;Reforma_Hogar;32514.98;41;0.1006;0.0;0.2845;1;0;0.001596;0
51;Hombre;Casado;Bachillerato;Temporal;Ventas;1;Propia_Hipoteca;Si;10869.18;Personal;Reforma_Hogar;9746.44;43;0.1337;0.0;0.3163;5;0;0.004657;0
30;Hombre;Casado;Formacion Profesional;Temporal;Construccion;1;Propia_Hipoteca;Si;13935.87;Personal;Consolidacion_Deuda;10766.63;34;0.0761;0.0;0.304;2;0;0.004552;0
41;Hombre;Soltero;Formacion Profesional;Autonomo;Salud;0;Propia_Hipoteca;Si;40208.74;Personal;Consolidacion_Deuda;22400.93;45;0.0626;0.0;0.1671;7;0;0.002364;0
18;Hombre;Soltero;Bachillerato;Desempleado;Otros;2;Alquiler;No;4389.65;Consumo;Tecnologia;3357.59;10;0.0601;0.0;0.9433;0;0;0.251776;1
29;Mujer;Soltero;Primaria;Temporal;Tecnologia;0;Propia_Pagada;No;6798.02;Auto;Compra_Vehiculo;5000.0;75;0.0554;0.0;0.1395;5;0;0.005502;0
38;Mujer;Divorciado;Formacion Profesional;Autonomo;Otros;0;Propia_Hipoteca;Si;28280.94;Consumo;Viajes;17250.69;15;0.1432;0.0;0.5359;2;0;0.005157;0
27;Hombre;Soltero;Posgrado;Autonomo;Otros;0;Cedida;No;4130.88;Personal;Viajes;2240.27;16;0.1145;0.0;0.4405;2;0;0.013224;0
61;Hombre;Casado;Formacion Profesional;Inactivo;Tecnologia;2;Propia_Pagada;No;25293.04;Consumo;Tecnologia;10467.73;23;0.1108;0.0;0.2407;3;0;0.0029;0
24;Mujer;Soltero;Formacion Profesional;Temporal;Hosteleria;0;Cedida;No;8562.38;Auto;Compra_Vehiculo;7837.82;63;0.0584;0.0;0.2029;1;0;0.008276;0
36;Mujer;Casado;Bachillerato;Indefinido;Otros;2;Propia_Pagada;No;8905.37;Auto;Compra_Vehiculo;12656.97;66;0.042;0.0;0.2898;1;0;0.002646;0
43;Hombre;Divorciado;Primaria;Indefinido;Salud;0;Alquiler;No;15882.5;Auto;Compra_Vehiculo;11269.99;48;0.0745;0.0;0.2057;5;1;0.017657;0
59;Mujer;Divorciado;Bachillerato;Indefinido;Ventas;0;Alquiler;Si;21628.34;Hipotecario;Reforma_Vivienda;80000.0;221;0.0347;0.4798;0.272;10;0;0.002297;0
24;Hombre;Soltero;Formacion Profesional;Inactivo;Salud;1;Alquiler;No;14055.26;Personal;Reforma_Hogar;3174.78;20;0.0762;0.0;0.1447;0;0;0.004652;0
55;Mujer;Casado;Secundaria;Indefinido;Salud;1;Propia_Pagada;No;33535.88;Hipotecario;Reforma_Vivienda;190551.57;238;0.0313;0.8149;0.385;5;0;0.003488;0
42;Hombre;Casado;Bachillerato;Indefinido;Otros;3;Propia_Hipoteca;Si;15845.61;Consumo;Otros;4188.89;19;0.1452;0.0;0.1879;5;0;0.001834;0
30;Hombre;Soltero;Bachillerato;Indefinido;Tecnologia;1;Propia_Pagada;No;26889.73;Consumo;Electrodomesticos;5747.73;23;0.0785;0.0;0.1205;5;0;0.002107;0
47;Hombre;Casado;Primaria;Indefinido;Sector Publico;2;Alquiler;No;20922.69;Hipotecario;Reforma_Vivienda;119145.17;329;0.0373;0.9036;0.332;3;0;0.003291;0
44;Mujer;Casado;Secundaria;Indefinido;Tecnologia;3;Propia_Hipoteca;Si;33000.54;Personal;Reforma_Hogar;45427.56;29;0.1392;0.0;0.674;7;2;0.054835;0
34;Hombre;Divorciado;Formacion Profesional;Temporal;Salud;1;Alquiler;No;31023.28;Hipotecario;Reforma_Vivienda;119309.64;214;0.023;1.062;0.2632;4;0;0.005166;0
42;Hombre;Casado;Grado;Indefinido;Agropecuario;2;Alquiler;No;61670.49;Hipotecario;Reforma_Vivienda;215048.81;313;0.0368;1.0748;0.2082;5;0;0.001925;0
37;Mujer;Casado;Secundaria;Funcionario;Educacion;2;Propia_Pagada;No;30146.42;Auto;Compra_Vehiculo;12531.35;50;0.0697;0.0;0.1152;4;0;0.000663;0
43;Hombre;Divorciado;Posgrado;Indefinido;Construccion;1;Alquiler;No;22645.63;Consumo;Electrodomesticos;16750.41;6;0.1459;0.0;0.95;4;0;0.013117;0
49;Hombre;Casado;Posgrado;Indefinido;Ventas;3;Propia_Pagada;No;66870.11;Auto;Compra_Vehiculo;45891.62;54;0.0555;0.0;0.1727;4;0;0.000944;0
61;Mujer;Viudo;Bachillerato;Inactivo;Tecnologia;0;Propia_Hipoteca;Si;22842.44;Auto;Compra_Vehiculo;11686.62;64;0.0505;0.0;0.1096;1;0;0.002843;0
27;Mujer;Soltero;Formacion Profesional;Funcionario;Educacion;0;Propia_Hipoteca;Si;69204.13;Consumo;Electrodomesticos;7842.05;15;0.0928;0.0;0.0964;3;0;0.000609;0
67;Mujer;Divorciado;Grado;Inactivo;Tecnologia;0;Propia_Hipoteca;Si;15926.32;Personal;Consolidacion_Deuda;25684.43;57;0.0668;0.0;0.3971;3;0;0.002896;0
18;Hombre;Soltero;Secundaria;Desempleado;Construccion;0;Propia_Hipoteca;Si;3434.01;Consumo;Otros;1676.87;18;0.1424;0.0;0.3635;2;0;0.056029;0
40;Hombre;Soltero;Formacion Profesional;Indefinido;Tecnologia;1;Cedida;No;33723.27;Consumo;Tecnologia;16620.95;13;0.0961;0.0;0.4809;0;0;0.004925;0
49;Mujer;Casado;Bachillerato;Funcionario;Sector Publico;1;Alquiler;No;32286.93;Consumo;Tecnologia;4728.67;10;0.1109;0.0;0.1848;3;0;0.00076;0
45;Mujer;Divorciado;Posgrado;Temporal;Otros;2;Propia_Hipoteca;Si;61518.0;Personal;Reforma_Hogar;27344.96;14;0.0999;0.0;0.4052;4;0;0.006252;0
34;Mujer;Casado;Primaria;Autonomo;Salud;1;Alquiler;No;12369.44;Auto;Compra_Vehiculo;18259.07;52;0.059;0.0;0.3869;4;0;0.002954;0
39;Hombre;Casado;Grado;Indefinido;Ventas;3;Propia_Pagada;No;15779.17;Auto;Compra_Vehiculo;22980.0;81;0.043;0.0;0.249;1;0;0.003249;0
36;Mujer;Soltero;Formacion Profesional;Indefinido;Construccion;1;Propia_Hipoteca;Si;11659.65;Personal;Educacion;2482.87;48;0.1273;0.0;0.0682;3;0;0.001898;0
34;Hombre;Casado;Grado;Funcionario;Salud;1;Cedida;No;36574.45;Hipotecario;Reforma_Vivienda;122190.69;258;0.0159;0.4157;0.1836;1;0;0.000676;0
52;Hombre;Casado;Grado;Inactivo;Hosteleria;2;Propia_Hipoteca;Si;15453.97;Hipotecario;Compra_Vivienda;80000.0;305;0.0245;0.5799;0.2738;4;0;0.003861;0
46;Hombre;Casado;Formacion Profesional;Indefinido;Sector Publico;3;Propia_Hipoteca;Si;15694.0;Hipotecario;Compra_Vivienda;80000.0;232;0.0156;0.4773;0.3056;7;0;0.001534;0
33;Mujer;Casado;Formacion Profesional;Autonomo;Ventas;2;Propia_Hipoteca;Si;3009.0;Personal;Reforma_Hogar;3454.43;34;0.125;0.0;0.4833;0;0;0.008463;0
52;Hombre;Viudo;Formacion Profesional;Funcionario;Educacion;3;Propia_Pagada;No;18624.58;Personal;Reforma_Hogar;34708.73;23;0.114;0.0;0.95;2;0;0.0073;0
45;Otro;Casado;Grado;Indefinido;Hosteleria;3;Propia_Hipoteca;Si;11943.04;Personal;Viajes;17172.99;57;0.0685;0.0;0.3555;7;0;0.002522;0
